EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1002189,42.0,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,6.0,3,3,83.0,3,3,1,9.0,No,13.0,2,18.0,3.0,4,13.0,7.0,5.0,7.0,No,3
E1002190,31.0,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,10.0,2,3,86.0,3,2,4,2.0,Yes,11.0,4,8.0,2.0,3,5.0,2.0,1.0,4.0,No,3
E1002193,34.0,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3.0,1,4,75.0,2,2,4,3.0,Yes,12.0,3,9.0,3.0,2,4.0,2.0,0.0,1.0,No,3
E1002194,31.0,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,4.0,3,1,62.0,4,1,3,8.0,No,12.0,2,4.0,0.0,2,2.0,2.0,2.0,2.0,No,2
E1002196,26.0,Male,Other,Married,Research & Development,Manager R&D,Travel_Frequently,6.0,3,3,61.0,4,1,4,0.0,No,18.0,1,8.0,3.0,3,7.0,7.0,7.0,7.0,No,3
E1002200,45.0,Male,Medical,Single,Research & Development,Manager R&D,Travel_Frequently,1.0,4,2,44.0,3,2,3,4.0,No,12.0,3,12.0,3.0,3,4.0,2.0,0.0,3.0,No,3
E1002202,33.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,10.0,4,2,43.0,3,2,3,1.0,No,14.0,2,10.0,2.0,2,10.0,4.0,0.0,9.0,No,3
E1002205,28.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1.0,2,3,42.0,2,2,4,1.0,Yes,12.0,3,7.0,2.0,3,7.0,7.0,0.0,7.0,No,3
E1002207,39.0,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,21.0,4,1,32.0,1,2,3,6.0,No,19.0,3,10.0,1.0,3,3.0,2.0,1.0,2.0,No,2
E1002209,27.0,Male,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,2.0,4,2,41.0,3,1,2,1.0,No,11.0,3,6.0,3.0,2,5.0,3.0,1.0,2.0,No,2
E1002210,34.0,Male,Other,Married,Research & Development,Research Scientist,Travel_Frequently,22.0,4,3,86.0,2,2,4,1.0,Yes,15.0,2,16.0,3.0,3,15.0,10.0,6.0,11.0,No,3
E1002212,47.0,Male,Technical Degree,Married,Research & Development,Manager R&D,Non-Travel,14.0,4,3,64.0,3,2,2,8.0,No,18.0,3,16.0,4.0,4,8.0,7.0,1.0,7.0,No,3
E1002213,56.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11.0,5,4,89.0,2,2,1,4.0,No,16.0,3,6.0,3.0,3,0.0,0.0,0.0,0.0,No,3
E1002215,38.0,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,8.0,3,4,58.0,2,2,2,1.0,Yes,16.0,3,20.0,3.0,3,20.0,11.0,0.0,7.0,No,3
E1002216,58.0,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,21.0,3,4,72.0,3,4,4,4.0,Yes,13.0,3,29.0,2.0,2,1.0,0.0,0.0,0.0,No,3
E1002217,32.0,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,5.0,2,1,47.0,4,1,3,3.0,Yes,14.0,1,8.0,2.0,3,4.0,1.0,0.0,3.0,Yes,3
E1002218,38.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,9.0,2,2,71.0,3,1,4,2.0,No,19.0,4,10.0,0.0,4,5.0,2.0,0.0,3.0,No,4
E1002219,49.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,2.0,1,2,42.0,3,5,4,3.0,No,15.0,4,28.0,3.0,3,5.0,4.0,4.0,3.0,No,2
E1002221,42.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,12.0,4,2,77.0,3,2,4,3.0,Yes,12.0,3,14.0,4.0,3,0.0,0.0,0.0,0.0,No,3
E1002222,27.0,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Frequently,22.0,3,1,58.0,2,1,2,1.0,No,12.0,1,1.0,2.0,3,1.0,0.0,0.0,0.0,Yes,3
E1002223,35.0,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,18.0,4,2,71.0,3,2,1,0.0,No,16.0,4,6.0,2.0,1,5.0,3.0,0.0,4.0,No,2
E1002225,28.0,Male,Medical,Single,Research & Development,Manager R&D,Non-Travel,16.0,3,3,49.0,3,1,3,1.0,No,14.0,3,5.0,3.0,2,5.0,3.0,1.0,4.0,No,3
E1002226,31.0,Male,Medical,Divorced,Research & Development,Research Scientist,Non-Travel,3.0,2,3,48.0,3,1,1,1.0,Yes,13.0,4,4.0,3.0,4,4.0,2.0,2.0,3.0,No,3
E1002227,36.0,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,9.0,4,1,66.0,4,1,2,1.0,No,22.0,2,5.0,3.0,3,5.0,4.0,0.0,2.0,No,3
E1002228,34.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1.0,3,1,32.0,3,3,4,1.0,No,21.0,1,14.0,3.0,2,14.0,8.0,2.0,1.0,No,2
E1002229,34.0,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,13.0,4,4,39.0,3,3,3,1.0,No,18.0,3,9.0,2.0,2,8.0,7.0,1.0,1.0,No,3
E1002230,26.0,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,1.0,3,3,95.0,3,1,1,0.0,No,13.0,4,8.0,6.0,2,7.0,7.0,7.0,6.0,No,3
E1002233,32.0,Female,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,15.0,4,3,34.0,3,2,4,5.0,No,18.0,2,9.0,6.0,3,5.0,1.0,1.0,2.0,No,3
E1002238,28.0,Male,Technical Degree,Divorced,Research & Development,Manager R&D,Travel_Rarely,17.0,3,3,32.0,2,1,4,5.0,No,12.0,1,6.0,2.0,2,4.0,1.0,0.0,3.0,Yes,3
E1002239,38.0,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,1.0,3,1,59.0,2,1,1,4.0,No,14.0,1,20.0,3.0,2,1.0,0.0,0.0,0.0,No,3
E1002240,35.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,7.0,4,3,55.0,3,2,4,1.0,Yes,11.0,4,10.0,2.0,3,10.0,8.0,0.0,9.0,No,3
E1002243,27.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,9.0,3,4,44.0,3,2,4,1.0,No,14.0,1,7.0,5.0,3,7.0,7.0,0.0,7.0,No,3
E1002244,32.0,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,5.0,4,4,56.0,2,2,4,8.0,No,24.0,2,8.0,1.0,3,1.0,0.0,0.0,0.0,No,4
E1002245,31.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,26.0,4,1,63.0,3,2,4,1.0,Yes,11.0,3,10.0,4.0,3,10.0,7.0,0.0,8.0,Yes,3
E1002246,53.0,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,24.0,4,1,66.0,3,3,1,6.0,Yes,13.0,2,15.0,2.0,2,2.0,2.0,2.0,2.0,Yes,2
E1002247,54.0,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,9.0,2,1,67.0,3,2,3,3.0,No,11.0,3,9.0,6.0,2,4.0,3.0,2.0,3.0,No,2
E1002248,33.0,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,7.0,2,4,36.0,3,2,3,1.0,No,20.0,3,9.0,2.0,3,9.0,7.0,2.0,8.0,No,4
E1002249,43.0,Male,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,11.0,3,1,30.0,3,3,3,1.0,No,17.0,2,10.0,1.0,3,10.0,9.0,0.0,9.0,No,3
E1002250,38.0,Male,Other,Married,Human Resources,Human Resources,Travel_Frequently,1.0,4,4,88.0,3,1,2,0.0,Yes,11.0,2,7.0,2.0,3,6.0,2.0,1.0,2.0,No,3
E1002251,55.0,Male,Human Resources,Married,Human Resources,Manager,Travel_Rarely,26.0,4,3,71.0,4,5,2,4.0,Yes,18.0,1,35.0,0.0,3,10.0,9.0,1.0,4.0,No,3
E1002252,31.0,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2.0,1,4,59.0,1,1,4,1.0,Yes,11.0,3,1.0,4.0,3,1.0,0.0,0.0,0.0,No,3
E1002253,39.0,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,15.0,4,2,77.0,3,4,1,0.0,No,12.0,1,21.0,3.0,3,20.0,8.0,11.0,10.0,No,2
E1002254,42.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,23.0,2,4,37.0,2,2,3,1.0,No,12.0,4,20.0,2.0,3,20.0,9.0,3.0,7.0,No,3
E1002257,31.0,Female,Medical,Married,Research & Development,Research Director,Non-Travel,10.0,3,3,40.0,3,3,3,4.0,No,20.0,3,13.0,2.0,4,11.0,7.0,4.0,8.0,No,4
E1002258,54.0,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,10.0,3,3,77.0,3,2,1,6.0,Yes,19.0,4,9.0,3.0,3,5.0,2.0,1.0,4.0,No,3
E1002259,24.0,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,1.0,2,2,45.0,2,2,3,1.0,No,12.0,2,4.0,2.0,2,4.0,3.0,1.0,2.0,No,2
E1002260,23.0,Male,Other,Single,Research & Development,Laboratory Technician,Travel_Rarely,12.0,2,4,78.0,3,1,4,1.0,No,13.0,3,5.0,6.0,4,5.0,2.0,1.0,4.0,No,3
E1002263,40.0,Female,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Frequently,11.0,3,4,73.0,3,2,3,1.0,No,11.0,1,10.0,2.0,4,10.0,9.0,9.0,4.0,No,3
E1002264,40.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2.0,2,2,92.0,3,2,2,3.0,No,14.0,3,15.0,4.0,3,11.0,8.0,5.0,10.0,No,2
E1002265,25.0,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2.0,3,3,82.0,3,1,2,4.0,No,14.0,3,6.0,3.0,3,2.0,0.0,1.0,2.0,No,3
E1002267,30.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,2,4,76.0,3,1,2,1.0,No,13.0,3,12.0,6.0,2,12.0,8.0,1.0,7.0,No,3
E1002270,25.0,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2.0,1,4,57.0,3,1,3,6.0,Yes,19.0,3,7.0,2.0,2,2.0,2.0,0.0,2.0,No,3
E1002271,47.0,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,25.0,3,1,84.0,3,3,3,2.0,No,23.0,2,25.0,3.0,3,17.0,14.0,12.0,11.0,No,2
E1002273,38.0,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1.0,4,4,86.0,3,2,2,0.0,No,15.0,1,16.0,3.0,3,15.0,13.0,5.0,8.0,No,3
E1002274,31.0,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,2.0,2,1,54.0,3,1,3,0.0,No,19.0,3,3.0,1.0,3,2.0,2.0,1.0,2.0,No,2
E1002276,42.0,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,18.0,4,4,35.0,3,2,1,6.0,Yes,17.0,3,9.0,3.0,2,4.0,3.0,1.0,2.0,No,3
E1002277,41.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,3,4,76.0,3,1,4,3.0,No,22.0,1,12.0,3.0,3,5.0,3.0,1.0,0.0,No,4
E1002278,47.0,Female,Medical,Married,Research & Development,Research Scientist,Non-Travel,1.0,1,3,98.0,3,3,2,0.0,No,18.0,1,14.0,3.0,1,13.0,8.0,5.0,12.0,No,2
E1002281,35.0,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,11.0,4,4,43.0,3,1,3,7.0,Yes,11.0,3,5.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E1002285,22.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,1.0,2,4,63.0,3,1,3,0.0,No,12.0,4,4.0,2.0,4,3.0,2.0,1.0,2.0,No,3
E1002286,35.0,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,9.0,4,2,48.0,3,2,3,1.0,No,19.0,2,10.0,5.0,3,10.0,7.0,0.0,8.0,No,3
E1002287,33.0,Female,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,15.0,2,2,95.0,3,2,4,0.0,Yes,13.0,1,10.0,6.0,3,9.0,7.0,8.0,1.0,No,2
E1002288,32.0,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,29.0,4,3,49.0,2,1,2,1.0,No,13.0,3,6.0,3.0,3,6.0,2.0,4.0,1.0,No,3
E1002290,40.0,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1.0,4,1,83.0,3,1,4,8.0,No,19.0,3,8.0,3.0,2,1.0,0.0,0.0,0.0,No,3
E1002291,32.0,Male,Medical,Married,Sales,Sales Representative,Travel_Rarely,1.0,4,2,68.0,2,1,2,0.0,No,14.0,2,3.0,2.0,3,2.0,2.0,2.0,2.0,No,2
E1002292,39.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,24.0,1,1,52.0,3,2,4,7.0,No,13.0,1,18.0,2.0,3,7.0,7.0,1.0,7.0,No,2
E1002293,38.0,Female,Medical,Married,Research & Development,Research Director,Travel_Rarely,10.0,3,2,99.0,1,3,3,3.0,No,12.0,1,20.0,3.0,3,18.0,16.0,1.0,11.0,No,2
E1002295,37.0,Female,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,10.0,3,3,42.0,4,3,4,1.0,Yes,25.0,1,16.0,2.0,3,16.0,11.0,6.0,8.0,No,4
E1002296,25.0,Female,Other,Divorced,Sales,Sales Executive,Travel_Rarely,8.0,2,1,85.0,3,2,3,0.0,Yes,22.0,2,6.0,3.0,2,5.0,3.0,0.0,4.0,No,3
E1002297,52.0,Male,Life Sciences,Divorced,Sales,Sales Representative,Non-Travel,29.0,4,1,40.0,3,1,4,2.0,No,15.0,2,16.0,3.0,2,9.0,8.0,0.0,0.0,No,3
E1002298,44.0,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,1.0,3,2,42.0,3,1,4,6.0,Yes,12.0,3,6.0,2.0,3,4.0,3.0,1.0,2.0,No,2
E1002299,21.0,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,5.0,1,3,58.0,3,1,1,1.0,Yes,11.0,4,2.0,6.0,3,2.0,2.0,1.0,2.0,No,3
E1002301,23.0,Male,Marketing,Married,Sales,Sales Representative,Travel_Frequently,9.0,3,4,33.0,3,1,1,1.0,No,19.0,1,1.0,3.0,2,1.0,0.0,1.0,0.0,Yes,3
E1002302,36.0,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3.0,3,1,94.0,2,3,4,0.0,No,19.0,3,10.0,2.0,3,9.0,7.0,3.0,4.0,No,2
E1002303,36.0,Female,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,4.0,2,4,97.0,3,2,2,7.0,No,13.0,2,18.0,3.0,3,4.0,2.0,0.0,2.0,No,3
E1002304,56.0,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Non-Travel,1.0,4,3,57.0,3,2,3,1.0,No,21.0,1,13.0,2.0,2,13.0,12.0,1.0,9.0,No,4
E1002305,29.0,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,4,1,36.0,3,1,4,9.0,Yes,14.0,2,4.0,3.0,4,2.0,2.0,2.0,2.0,Yes,2
E1002310,56.0,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,7.0,2,4,72.0,3,1,3,8.0,No,11.0,4,14.0,4.0,1,10.0,9.0,9.0,8.0,Yes,2
E1002312,41.0,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,28.0,4,1,60.0,2,4,2,0.0,No,23.0,3,21.0,3.0,3,20.0,7.0,0.0,10.0,No,3
E1002313,34.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,28.0,3,4,95.0,2,2,3,1.0,No,21.0,4,8.0,2.0,3,8.0,7.0,1.0,7.0,No,4
E1002314,36.0,Male,Marketing,Divorced,Sales,Sales Executive,Non-Travel,15.0,4,4,88.0,1,2,4,1.0,No,24.0,1,15.0,4.0,2,15.0,12.0,11.0,11.0,No,4
E1002315,41.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,3.0,3,3,57.0,2,2,2,2.0,No,11.0,3,14.0,5.0,3,5.0,4.0,0.0,4.0,No,3
E1002316,32.0,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,2.0,3,4,78.0,3,1,1,1.0,No,14.0,4,4.0,4.0,3,4.0,2.0,1.0,2.0,No,3
E1002318,35.0,Female,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,26.0,4,3,31.0,3,3,4,1.0,Yes,16.0,3,9.0,2.0,3,9.0,0.0,1.0,7.0,No,3
E1002319,38.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,10.0,2,1,100.0,3,2,4,1.0,No,11.0,3,10.0,1.0,3,10.0,7.0,1.0,9.0,No,2
E1002322,50.0,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,1.0,4,2,94.0,3,2,3,7.0,No,12.0,4,12.0,3.0,3,6.0,3.0,0.0,1.0,Yes,4
E1002323,36.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11.0,4,2,100.0,2,2,4,4.0,No,13.0,1,8.0,2.0,2,6.0,3.0,0.0,0.0,No,3
E1002326,40.0,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,2.0,4,3,52.0,2,1,3,2.0,No,14.0,4,8.0,2.0,3,2.0,2.0,2.0,2.0,No,3
E1002327,35.0,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Frequently,18.0,4,3,80.0,3,2,3,1.0,Yes,14.0,4,10.0,2.0,4,10.0,2.0,0.0,2.0,No,3
E1002329,40.0,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2.0,4,3,98.0,3,1,3,2.0,No,14.0,2,20.0,2.0,3,5.0,3.0,0.0,2.0,No,3
E1002330,35.0,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1.0,4,3,62.0,1,1,4,1.0,No,12.0,4,4.0,5.0,3,4.0,3.0,1.0,1.0,No,3
E1002331,29.0,Male,Other,Married,Research & Development,Research Scientist,Travel_Rarely,13.0,2,4,46.0,2,2,2,4.0,Yes,13.0,1,10.0,2.0,3,4.0,3.0,0.0,3.0,No,3
E1002332,29.0,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,28.0,4,4,73.0,2,1,1,1.0,No,14.0,2,5.0,3.0,1,5.0,4.0,0.0,4.0,No,2
E1002333,50.0,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,28.0,3,4,39.0,2,3,1,4.0,Yes,13.0,2,20.0,3.0,3,3.0,2.0,2.0,0.0,Yes,3
E1002334,39.0,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,24.0,1,2,60.0,2,4,4,0.0,No,11.0,1,21.0,2.0,2,20.0,9.0,9.0,6.0,No,2
E1002335,31.0,Male,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,5.0,3,2,74.0,3,2,1,0.0,No,19.0,2,10.0,2.0,3,9.0,4.0,1.0,7.0,No,2
E1002338,26.0,Female,Other,Single,Sales,Sales Representative,Travel_Rarely,5.0,3,4,30.0,2,1,3,0.0,No,18.0,4,5.0,2.0,3,4.0,2.0,0.0,0.0,No,3
E1002340,39.0,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,6.0,1,4,42.0,2,3,1,4.0,No,15.0,1,9.0,5.0,3,7.0,7.0,1.0,7.0,No,3
E1002342,27.0,Male,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,4.0,3,2,87.0,4,2,2,1.0,Yes,20.0,2,6.0,0.0,3,6.0,2.0,0.0,3.0,No,3
E1002343,49.0,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,2.0,3,4,63.0,2,2,2,2.0,No,14.0,4,17.0,3.0,2,9.0,6.0,0.0,8.0,No,3
E1002346,34.0,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,8.0,3,2,82.0,4,2,3,2.0,No,12.0,1,6.0,3.0,4,4.0,3.0,1.0,2.0,No,3
E100279,41.0,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1.0,2,2,94.0,3,2,4,8.0,Yes,11.0,1,8.0,0.0,1,6.0,4.0,0.0,5.0,Yes,2
E100285,27.0,Male,Medical,Married,Development,Developer,Travel_Rarely,2.0,1,1,40.0,3,1,2,9.0,No,12.0,4,6.0,3.0,3,2.0,2.0,2.0,2.0,No,2
E100286,32.0,Male,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,2.0,2,4,79.0,3,1,4,0.0,No,13.0,3,8.0,2.0,2,7.0,7.0,3.0,6.0,No,3
E100288,59.0,Female,Medical,Married,Development,Senior Developer,Travel_Rarely,3.0,3,3,81.0,4,1,1,4.0,Yes,20.0,1,12.0,3.0,2,1.0,0.0,0.0,0.0,No,4
E100289,30.0,Male,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,24.0,1,4,67.0,3,1,3,1.0,No,22.0,2,1.0,2.0,3,1.0,0.0,0.0,0.0,No,4
E100291,36.0,Male,Medical,Married,Development,Senior Developer,Travel_Rarely,27.0,3,3,94.0,3,2,3,6.0,No,13.0,2,17.0,3.0,2,7.0,7.0,7.0,7.0,No,3
E100292,35.0,Male,Medical,Married,Development,Developer,Travel_Rarely,16.0,3,1,84.0,4,1,2,0.0,No,13.0,3,6.0,5.0,3,5.0,4.0,0.0,3.0,No,3
E100294,31.0,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,26.0,1,1,31.0,3,1,3,1.0,No,17.0,4,5.0,1.0,2,5.0,2.0,4.0,3.0,No,2
E100296,34.0,Male,Medical,Divorced,Development,Senior Developer,Travel_Rarely,19.0,2,2,93.0,3,1,4,0.0,No,11.0,3,3.0,2.0,3,2.0,2.0,1.0,2.0,No,2
E100297,28.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,24.0,3,3,50.0,2,1,3,5.0,Yes,14.0,2,6.0,4.0,3,4.0,2.0,0.0,3.0,Yes,3
E100298,29.0,Female,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,21.0,4,2,51.0,4,3,1,1.0,No,11.0,3,10.0,1.0,3,10.0,9.0,8.0,8.0,No,2
E100300,22.0,Male,Medical,Divorced,Development,Senior Developer,Non-Travel,16.0,2,4,96.0,4,1,4,1.0,Yes,13.0,2,1.0,2.0,2,1.0,0.0,0.0,0.0,No,3
E100301,53.0,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,2.0,4,1,78.0,2,4,4,2.0,No,16.0,3,31.0,3.0,3,25.0,8.0,3.0,7.0,No,2
E100302,38.0,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2.0,3,4,45.0,3,1,4,5.0,Yes,11.0,3,6.0,3.0,3,3.0,2.0,1.0,2.0,No,3
E100304,24.0,Female,Other,Divorced,Development,Developer,Non-Travel,11.0,2,1,96.0,4,2,3,0.0,No,18.0,4,5.0,5.0,2,4.0,2.0,1.0,3.0,No,3
E100306,34.0,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,7.0,4,1,53.0,3,3,2,0.0,No,11.0,3,13.0,4.0,3,12.0,6.0,2.0,11.0,No,3
E100309,34.0,Male,Medical,Single,Development,Developer,Travel_Rarely,6.0,1,2,83.0,3,1,1,2.0,No,11.0,3,8.0,2.0,3,4.0,2.0,1.0,3.0,Yes,3
E100310,53.0,Female,Other,Divorced,Development,Senior Developer,Travel_Rarely,5.0,3,3,58.0,3,5,3,4.0,No,11.0,4,26.0,3.0,2,14.0,13.0,4.0,8.0,No,3
E100311,32.0,Female,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,16.0,1,2,72.0,1,1,1,1.0,Yes,22.0,2,10.0,5.0,3,10.0,2.0,6.0,7.0,Yes,3
E100313,42.0,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8.0,4,3,48.0,3,2,2,0.0,No,11.0,4,10.0,2.0,3,9.0,7.0,4.0,2.0,No,3
E100314,44.0,Female,Medical,Married,Development,Developer,Travel_Rarely,7.0,4,1,42.0,2,3,4,3.0,No,14.0,4,24.0,4.0,3,22.0,6.0,5.0,17.0,No,3
E100316,46.0,Female,Marketing,Single,Sales,Manager,Travel_Rarely,2.0,4,2,83.0,3,5,1,3.0,No,12.0,4,22.0,2.0,2,2.0,2.0,2.0,1.0,No,2
E100317,33.0,Male,Medical,Single,Development,Developer,Travel_Rarely,2.0,3,3,78.0,3,1,4,4.0,No,11.0,4,7.0,3.0,3,1.0,1.0,0.0,0.0,No,3
E100318,44.0,Male,Other,Married,Development,Technical Architect,Travel_Rarely,10.0,4,4,41.0,3,2,4,2.0,Yes,13.0,4,9.0,5.0,4,4.0,2.0,1.0,3.0,No,3
E100323,24.0,Male,Medical,Married,Development,Developer,Travel_Rarely,1.0,3,2,61.0,3,1,4,2.0,Yes,16.0,1,6.0,2.0,2,2.0,0.0,2.0,0.0,Yes,3
E100324,43.0,Female,Medical,Divorced,Development,Technical Architect,Travel_Rarely,2.0,2,4,72.0,4,1,3,1.0,No,12.0,4,6.0,3.0,2,5.0,3.0,1.0,4.0,No,3
E100325,50.0,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,3.0,2,1,86.0,2,1,3,1.0,Yes,14.0,3,3.0,2.0,3,3.0,2.0,0.0,2.0,Yes,3
E100327,35.0,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2.0,3,4,97.0,3,1,4,1.0,No,13.0,1,2.0,3.0,3,2.0,2.0,2.0,2.0,No,3
E100329,36.0,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,5.0,4,2,82.0,2,1,1,9.0,Yes,14.0,4,6.0,3.0,4,1.0,1.0,0.0,0.0,No,3
E100330,33.0,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1.0,3,3,42.0,4,2,1,2.0,No,19.0,1,10.0,3.0,3,5.0,3.0,1.0,3.0,No,3
E100331,35.0,Male,Other,Divorced,Development,Developer,Travel_Rarely,4.0,2,3,75.0,3,1,4,1.0,No,12.0,3,1.0,3.0,3,1.0,0.0,0.0,0.0,No,3
E100332,27.0,Female,Life Sciences,Divorced,Development,Technical Architect,Travel_Rarely,2.0,4,4,33.0,3,1,1,1.0,No,13.0,4,1.0,6.0,3,1.0,0.0,0.0,0.0,No,3
E100333,26.0,Male,Life Sciences,Single,Development,Technical Architect,Travel_Rarely,25.0,3,1,48.0,1,1,3,1.0,No,12.0,3,1.0,2.0,2,1.0,0.0,0.0,1.0,Yes,3
